Time,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,HV 450-A,PE-A
162.1,122525.125,75810.83,105919,65587.32,71278.88,60303,929.04004,35007.25
162.3,74148.56,71449.164,68012,22109.82,66309.23,21852,12517.54,94.350006
162.3,83424.44,69069.99,79156,26916.99,66738.5,26432,17568.46,-5.9500003
162.4,111889.92,74717.164,98141,62602.95,71098.65,57705,931,26125.602
162.4,80812.56,71337.984,74240,29793.48,67487.41,28932,10.780001,-3.4
162.7,88881.44,71718.86,81219,34384.89,68362.98,32963,168.56,-10.200001
163,78582.164,69026.92,74608,23738.25,65070.688,23908,13788.601,60.350002
163.3,99338.484,76447.24,85160,57084.332,73423.586,50952,1024.1,50779.85
163.5,95049.04,71246.29,87431,30839.73,67715.77,29847,9.8,17.85
163.6,75050.24,68993.71,71289,22710.6,69339.016,21465,13858.181,-8.5
163.7,72704.92,72308.83,65895,21789.9,68004.33,20999,15098.86,115.600006
163.9,125449.805,72360.71,113618,46638.57,69741.83,43826,1494.5,283.9
164.8,78219.72,69141.33,74141,27118.8,67862.75,26189,14539.28,-26.35
165.7,74188,73630.734,66032,22716.18,67132.38,22176,13569.08,35.7
165.7,71599.24,68516.15,68485,54626.34,67185.74,53285,55.86,-8.5
165.8,135303.69,71954.68,123234,37399.95,69148.66,35446,25161.5,11.05
165.9,100547.52,74014.18,89030,53704.71,70209.29,50130,425.32,45256.55
166.1,79084.68,69872.914,74176,23568.06,66029.26,23392,79.380005,22.95
166.5,93831.164,70086.5,87739,24771.48,67031,24219,20444.76,96.9
166.9,130077.88,75490.01,112926,83367.06,72366.74,75498,1136.8,46086.152
167.8,79926.52,69631.05,75226,28132.5,66267.39,27822,13956.181,45.050003
168.1,81438.84,69809.89,76453,27465.69,66842.12,26929,137.2,31.45
168.2,108226.76,75808.81,93561,62663.402,69864.56,58781,1493.52,25658.102
168.3,87720.68,69700.92,82479,27285.27,66260.32,26987,44.100002,26.35
168.7,68662.32,71587.61,62858,27011.85,70309.34,25178,14988.12,87.55
169,85080.92,72407.22,77007,25571.28,67806.57,24715,16942.24,79.05
169.3,82437.76,77029.83,70137,33783.18,81851.99,27049,71.54,113.05
169.4,66626.4,71386.52,61166,32954.55,67301.63,32090,16741.34,64.6
169.9,103449.08,74122.766,91465,57715.8,70320.375,53789,1880.62,30126.55
170.2,91859.84,70577.59,85298,23780.1,67296.51,23158,10.780001,19.550001
170.3,80015.6,74838.055,70070,35167.02,82399.21,27970,111.72,20.400002
170.4,95833.08,71573.664,87749,31357.74,67421.055,30481,16282.7,78.200005
170.6,67649.8,72488.95,61161,29936.701,68866.29,28489,42.14,-7.65
170.7,88725.72,71669.09,81133,28531.47,69487.48,26909,94.08,-15.3
170.9,90639.24,71203.27,83425,29535.871,67925.14,28497,31.36,-45.050003
171.3,96802.08,70567.53,89900,27865.59,67427.24,27084,162.68001,142.8
171.8,86311.72,70741.05,79961,19897.35,69093.03,18873,14274.681,71.4
171.9,121559.52,74866.31,106410,50048.88,70674.49,46410,917.28,47790.402
172.2,73055.12,69918.516,68476,25870.74,67505.37,25116,74.48,25.5
172.6,88746.805,69596.516,83569,29296.86,67441.74,28469,78.4,27.2
172.8,82878.4,70827.125,76687,21703.41,66542.914,21375,12322.5205,102.850006
173.1,73554.24,71405.62,67508,32959.2,68702.74,31440,297.92,-8.5
173.5,93708.08,71146.02,86319,32930.37,68470.6,31519,125.44,89.25
174.7,74008.484,71702.15,67644,20967.78,65824.125,20876,12351.92,-14.450001
174.7,83442.805,70021.99,78097,29592.6,68623.914,28261,112.700005,58.65
174.9,80597.68,70998.164,74397,22986.81,66361.12,22701,12740,41.65
175.2,74279.805,70795.96,68761,19357.02,66358.82,19117,16287.601,37.4
175.4,82270.484,70456.44,76525,28648.65,68151.95,27549,140.14,33.15
175.5,80180.84,70061.22,75002,21715.5,66933.83,21262,12398.96,-22.95
175.6,97448.08,69949.15,91300,27643.32,66800.61,27120,41.16,39.100002
176.9,80284.88,72669.33,72404,39317.61,69318.805,37172,60.760002,55.25
177,79308.4,70097.99,74147,27271.32,66671.14,26807,119.560005,107.950005
177.1,68565.76,72555.8,61932,21081.24,67790.984,20380,12988.92,51
177.5,74977.484,71502.516,68721,24152.1,67558.67,23429,135.24,68
177.7,93372.84,76330.74,80168,55419.63,70028.945,51864,1134.84,29066.602
178,75673.805,69367.48,71494,23266.74,65707.54,23206,153.86,-36.55
178,69915.56,69613.89,65820,33574.86,66701.89,32988,14587.3,25.5
178.2,88446.24,70995.32,81645,27245.28,68054.52,26237,83.3,-4.25
178.3,81253.2,70495.39,75537,37459.47,69174.77,35489,55.86,-16.15
178.3,82958.64,69456.51,78276,25857.72,66309.734,25556,-5.88,73.1
178.4,62874.16,71844.91,57353,24185.58,68899.2,23005,-78.4,10.200001
178.5,81248.44,68248.734,78019,18958.05,65408.52,18995,10114.58,90.950005
179.2,87494.92,72357.82,79246,32056.17,68857.21,30510,36.260002,81.600006
179.4,62370.96,71601.99,57087,19628.58,66724.35,19279,13488.721,74.8
179.7,70441.2,73196.57,63069,27883.26,68891.89,26525,4.9,62.050003
179.9,86487.84,70784.49,80075,29475.42,67075.29,28799,105.840004,-4.25
179.9,81226,70438.21,75573,29386.14,68455.195,28133,157.78,-25.5
180,88516.96,70223.805,82608,20503.71,68223.555,19696,11967.76,14.450001
180.9,79511.72,71792.016,72583,35097.27,69133.31,33271,225.40001,99.450005
181.2,85983.28,72339.125,77897,36212.34,68295.83,34749,19366.76,52.7
181.2,77930.72,72272.32,70667,29138.76,68477.7,27887,99.96,-4.25
181.5,86286.56,72111.05,78419,33822.242,69157.73,32051,98.98,16.15
181.6,87349.4,69718.67,82109,30095.73,67048.1,29417,117.600006,85.850006
181.6,87486.76,70765.125,81022,28182.72,66924.516,27598,16015.16,49.300003
182,84169.04,71539.21,77106,31001.55,72805.766,27906,150.92,-22.95
182.2,105884.84,73230.71,94759,53309.46,69287.61,50423,762.44,48633.6
182.5,72309.84,71171.72,66584,22455.78,68717.87,21416,14301.141,12.75
182.6,87693.484,69194.414,83057,21202.14,74095.01,18753,13460.3,105.4
182.7,94046.72,70624.22,87271,29071.8,66815.69,28515,20387.92,32.3
182.7,114700.36,74264.01,101220,58077.57,71095.555,53536,359.66,33427.95
182.8,101453.96,70817.23,93888,33768.3,67561.34,32756,22348.9,22.1
182.9,87888.64,75190.195,76604,42162.48,70503.18,39192,124.46,34.850002
183.4,132699.28,75252.72,115565,58051.53,69468.914,54765,659.54004,30320.352
183.4,89049.4,70051.74,83309,32542.56,67539.95,31577,107.8,49.300003
183.6,92888,70181.1,86740,28961.13,66896.83,28372,22134.281,49.300003
183.9,80359.68,70230.59,74988,25175.1,65690.21,25116,13359.36,77.35
184.1,84079.96,70923.57,77693,27883.26,66884.71,27321,15628.061,7.65
184.5,65040.64,70980.21,60052,25042.11,75241.14,21812,89.18,17
184.5,97585.44,75983.266,84168,63674.31,69950.375,59656,787.92004,27374.25
184.6,74764.64,72284.07,67785,24923.07,73399.47,22253,17983.98,-4.25
184.6,77891.28,69543.25,73403,21024.51,65304.625,21099,11592.42,-55.25
184.9,89243.88,68986.63,84780,28278.51,65821.16,28156,67.62,5.1000004
185.2,77199.04,70057.14,72217,34986.6,65862.81,34813,17809.541,-2.5500002
185.2,114072.04,76861.17,97264,53045.34,77095.266,45092,471.38,22980.602
185.8,119914.6,73237.94,107304,42144.81,67550.44,40888,57.82,65.450005
185.9,85433.84,70059.22,79918,26394.33,67238.555,25726,-27.44,31.45
186.1,81834.6,70528.3,76042,20882.22,65801.38,20798,13880.721,-5.1000004
186.2,129514.84,74482.57,113958,64847.97,74813.87,56806,1886.5,44353
186.3,84106.484,71199.79,77416,36974.94,69099.75,35068,72.520004,71.4
186.5,95039.52,69420.87,89721,35969.61,67565.836,34889,71.54,-37.4
186.5,92449.4,71826.3,84353,40852.11,91835.625,29153,188.16,80.75
186.6,81436.12,69358.49,76948,19102.2,65242.957,19188,14712.74,40.800003
186.7,82037.92,69299.17,77583,25864.23,66725.91,25403,68.6,-136
187,82858.68,70383.484,77152,31033.17,66716.64,30484,3912.1602,35.7
187.1,121268.484,74144.29,107189,55575.87,69337.33,52529,393.96002,11385.75
187.1,102905.08,73296.25,92010,50377.17,69502.72,47502,1281.84,39438.3
187.2,86849.6,69333.266,82093,27146.701,66639.93,26697,81.340004,37.4
187.2,87524.164,69736.71,82252,29932.98,66615.31,29448,-35.28,51
187.5,91185.96,69337.19,86187,28542.63,66656.09,28063,1.96,-17
187.6,83748.12,71219.32,77065,32534.19,77137.61,27641,52.920002,30.6
187.6,67375.76,70020.11,63061,22226.07,66098.27,22037,24.5,27.2
188,81684.32,70411.734,76028,28298.041,67086.55,27644,129.36,57.800003
189,113148.6,73760.664,100532,59994.3,68350.375,57524,1378.86,28624.602
189.4,79011.24,69963.664,74011,22826.85,66100.234,22632,16368.94,-68
189.5,92406.56,78535.57,77111,38096.52,77232.45,32327,1106.42,71.4
189.7,80873.76,71119.945,74524,26453.85,66414.32,26104,66.64,7.65
190,85512.04,68932.18,81299,23818.23,65325.45,23895,56.84,-4.25
190.1,116424.84,75315.07,101308,85188,71083.28,78540,487.06,27434.602
190.6,79572.24,69443.32,75095,23072.371,66391.695,22775,116.62,23.800001
190.7,71903.88,70746.65,66608,20645.07,65349.473,20704,11954.04,-26.35
191,84054.12,68374.24,80565,23062.14,65042.84,23237,9899.96,-12.75
191,88485.68,71971.98,80573,25521.06,76817.54,21773,14335.44,-15.3
191.2,69367.484,72625.52,62596,31061.07,67917.336,29972,128.38,14.450001
191.4,65801.56,69967.4,61634,18254.041,66631.21,17954,12.74,-62.050003
191.4,103176.4,75361.02,89725,67890,72722.57,61181,879.06,36771.85
192.4,75419.484,69635.97,70979,22271.64,65373.508,22327,11061.26,116.450005
193,91630.68,68957.65,87084,26499.42,66569.53,26088,13627.88,74.8
193.5,81725.805,70310.62,76176,20584.621,67169.57,20084,14627.48,85
194,90605.24,72100.47,82356,31193.13,66920.03,30548,16780.541,31.45
194.1,88431.96,71091.836,81521,40016.04,67276.13,38981,546.84,4469.3003
194.2,96513.08,69702.47,90744,28061.82,67632.38,27192,23.52,56.95
194.2,123416.6,76962.6,105093,51967.47,70243.164,48485,1341.62,1859.8
194.3,85210.805,71280.19,78344,29904.15,67756.83,28924,145.04001,47.600002
194.4,82207.92,70109.68,76845,24034.92,66358.54,23737,14066.92,22.95
194.4,109835.64,76081.13,94612,64777.29,71963.06,58992,1081.92,33853.8
194.7,85048.96,69884.375,79757,22997.97,65424.97,23037,15822.101,34.850002
195,89543.08,70070.04,83749,35180.97,68284.32,33765,254.8,161.5
195.1,93136.2,71968.28,84812,32589.06,67732.99,31532,58.800003,22.95
195.4,143375.97,73507.27,127828,42338.25,70494.92,39360,2441.18,23656.352
196,93574.805,72597.375,84473,31595.82,67551.75,30653,42.14,48.45
196.2,78888.164,71060.62,72755,28842.09,68151.984,27735,-98.98,48.45
196.5,93829.12,69453.28,88537,27817.23,67030.555,27197,15014.58,1.7
196.7,104721.36,70554.93,97272,38102.1,66816.31,37372,56.84,62.050003
197.2,83805.92,71901.984,76386,25347.15,67974.09,24438,144.06,29.75
197.2,90538.6,70537.43,84119,33226.11,67693.8,32167,44.100002,39.95
197.3,85248.88,70464.79,79286,29659.56,67068.14,28982,16855.02,120.700005
197.6,126937.64,79613.61,104492,61317.69,86471.77,46472,907.48004,24516.55
198.1,75346.04,70825.44,69719,21173.31,67115.555,20675,15934.801,30.6
198.2,71866.484,72464.67,64995,25232.76,68426.12,24167,20161.541,84.15
198.4,93223.24,70378.41,86809,22853.82,67028.32,22345,14181.58,-22.95
198.4,85537.88,71334.36,78585,18516.3,67910.02,17869,13712.16,-7.65
198.7,68297.164,71500.37,62600,22288.38,66274.56,22040,12824.28,96.9
198.8,73183.64,73358.266,65380,26891.88,67565.8,26084,19776.4,66.3
199.3,91893.84,71103.87,84698,22519.95,68600.33,21514,14367.78,56.95
199.3,98909.4,72131.82,89865,34150.53,76320.18,29325,115.64,44.2
199.3,92850.6,70834.73,85905,33071.73,68240.58,31761,81.340004,11.05
199.4,83954.84,72203.67,76202,25710.78,67125.4,25102,15004.78,65.450005
200,78321.04,69376.87,73985,31640.46,67603.08,30673,48.02,48.45
200,107492.36,71166.4,98988,33570.21,69384.94,31708,188.16,79.9
200.1,85788.805,71548.164,78580,32530.47,68086.26,31312,94.08,49.300003
200.2,85329.12,70723.766,79070,27613.56,67905.53,26650,14414.82,-9.35
200.4,102827.56,73728.23,91402,39123.242,73962.41,34666,151.90001,19.550001
200.5,64561.92,70255.38,60225,25015.14,65963.555,24853,9618.7,-34.850002
200.6,94638.32,71143.48,87179,34410,68587.664,32879,19702.9,68
200.8,94380.6,71476.09,86537,31744.621,67737.3,30713,19884.201,66.3
201,119054.4,74481.164,104756,51231.84,70200.086,47828,555.66003,19406.35
201.2,85563.72,69239.555,80987,19470.48,65967.92,19343,9713.76,2.5500002
201.3,82830.805,72769.69,74597,24531.541,68526.46,23461,13308.4,97.75
201.3,76403.44,70100.03,71429,23223.03,66643.805,22837,14583.38,-9.35
201.7,98407.56,70470.38,91517,30119.91,67092.84,29421,19998.861,105.4
202.5,85455.6,70976.73,78905,25973.97,66835.375,25469,14000.28,23.800001
203.1,73322.36,70957.69,67720,23364.39,66982.01,22860,12032.44,63.75
203.2,96421.28,72160.984,87569,32380.74,67246.7,31557,18710.16,147.05
203.3,143518.08,72828.08,129148,50025.63,70766.7,46328,1921.78,39766.402
203.4,78533.88,70774.56,72721,25694.97,67290.53,25025,141.12,20.400002
203.6,102055.08,69134.53,96743,24170.7,66303.26,23891,11.76,62.9
203.6,77058.96,71564.12,70568,30020.4,67992.016,28936,52.920002,39.100002
203.7,82643.12,69294.14,78161,24960.27,67170.21,24353,64.68,18.7
203.9,83721.6,73493.164,74657,38328.09,71260.734,35249,154.84,3.4
204.1,102597.04,74778.68,89916,36535.05,70141.82,34136,1890.42,111.350006
205.3,96693.28,75438.28,84001,27869.31,73207.06,24949,15273.301,-8.5
205.5,74449.805,70839.516,68876,22577.61,68578.34,21576,18357.361,71.4
205.5,100044.32,71334.59,91912,34679.7,68333.4,33260,147,-17
205.6,75497.68,70652.81,70030,27591.24,67115.27,26942,33.32,28.900002
205.7,80254.28,69783,75370,22197.24,66334.63,21930,15754.48,39.95
205.9,91336.92,70058.37,85441,22151.67,68358.61,21237,-17.64,34.850002
206.1,123147.32,74317.49,108596,50456.22,69282.16,47728,727.16003,30321.201
206.5,96323.36,79226,79679,38727.06,86969.01,29183,89.18,44.2
206.5,78633.84,80687.48,63868,31432.14,93940.945,21928,13491.66,43.350002
206.6,84784.44,70166.73,79189,30606.3,66787.016,30033,21.560001,19.550001
206.7,83139.52,69934.05,77911,24730.56,65715.53,24663,108.78,68
206.7,106614.484,69938.016,99904,33835.26,68002.57,32608,15231.16,-5.9500003
206.8,83832.44,69505.26,79045,29698.621,69420.016,28037,21.560001,47.600002
207,85605.2,69016.625,81288,19051.98,65660,19016,17104.92,39.100002
207.3,88513.56,68796.984,84318,18571.17,65245,18654,14535.36,48.45
207.6,80901.64,73699.89,71940,27960.451,90373.66,20276,74.48,36.55
208.1,86992.4,69571.84,81946,26715.18,67635.25,25886,58.800003,47.600002
208.3,80813.92,69942.04,75723,20342.82,66503.08,20047,13046.74,-3.4
208.6,69290.64,71991.875,63077,24033.06,69553.13,22645,142.1,107.950005
208.6,78232.64,70033.125,73209,27689.82,66566.89,27261,18837.56,35.7
208.7,131928.84,73533.04,117581,40094.16,69247.88,37945,938.84,29317.352
208.8,74154,70263.234,69165,19378.41,65826.125,19293,12234.32,86.700005
208.8,82734.24,70118.73,77327,22564.59,65832.39,22463,15464.4,4.25
209.1,109295.04,72058.51,99402,55387.082,68624.95,52894,679.14,29727.9
209.1,85739.164,69530.055,80814,20385.6,65611.95,20362,16689.4,-41.65
209.3,77454.72,72161.734,70343,23926.11,67427.29,23255,29.400002,37.4
209.4,89987.12,69057.77,85398,25371.33,67739.57,24546,145.04001,88.4
209.5,86955,70284.69,81080,28699.8,68009.484,27656,19527.48,79.05
209.7,80894.164,70430.97,75272,24817.98,66899.93,24312,16177.84,52.7
209.7,75873.04,69275.9,71777,27549.39,67567.72,26721,11392.5,-56.95
209.8,115733.96,74099.41,102359,46341.9,70578.484,43031,1759.1,33733.95
209.8,74713.64,70116.33,69833,24813.33,67720.26,24013,63.7,4.25
209.9,80093.805,71297.984,73621,32467.23,66482.5,32005,149.94,68
210.3,74777.56,71125.57,68901,30600.72,67348.92,29777,-19.6,-21.25
210.4,91557.24,69714.94,86069,30663.03,67841.47,29621,14378.561,-15.3
210.6,94231,69487.84,88872,28256.19,67269.6,27528,118.58,96.9
211,135362.84,73338.84,120961,59341.44,69242.43,56165,1140.72,27528.951
211.1,88357.164,70195.6,82492,24861.69,66179.35,24620,13777.82,-49.300003
211.1,114572.52,76813.01,97752,45039.9,72961.61,40456,4771.62,24.650002
211.2,89486.64,69587.98,84276,26311.56,68027.25,25348,11809.98,4.25
211.2,123583.2,74286.41,109026,64817.28,70085.23,60610,1745.38,41578.6
211.2,90522.28,70260.77,84435,24406.92,68079.664,23495,130.34,-21.25
211.2,95511.44,69472.12,90100,25974.9,66402.375,25636,14269.78,-28.900002
211.4,102129.2,77028.26,86892,64738.23,71464.164,59368,1599.36,1683
212,96974.805,70401.35,90273,35624.582,68176.164,34245,12401.9,21.25
212,88359.2,70609.8,82010,31223.82,68223.12,29994,198.94,45.9
212,73721.52,70412.36,68616,20590.2,66381.305,20328,14871.5,45.9
212.2,83026.64,72007.33,75565,71901.09,70396.2,66937,1007.44,8346.15
212.3,95554.96,71307.44,87821,31984.56,68027.78,30813,151.90001,36.55
212.8,77865.44,70422.984,72462,27899.07,67954.87,26906,17881.08,46.75
213,139230,92717.195,98413,89213.97,89876.35,65053,637.98004,37347.3
213.1,82881.805,70782.95,76738,29476.35,68236.03,28310,18682.72,95.200005
213.5,116136.52,75350.19,101010,37971.9,69453.71,35830,4442.34,3.4
213.6,89175.88,68926.75,84789,24446.91,65821.16,24341,14279.58,77.35
213.7,121737.68,72411.266,110179,49758.72,68850.945,47363,997.64,26172.352
214.2,95037.484,69814.68,89213,26186.01,66596.55,25769,99.96,95.200005
214.5,79399.52,70723.16,73576,22463.22,67828.484,21704,14543.2,54.4
214.6,78417.6,70045.61,73369,20014.53,65345.1,20073,13737.641,65.450005
214.9,100007.6,70390.92,93110,31071.3,67395.54,30214,149.94,56.95
214.9,92039.36,70913.375,85060,27940.92,68397.445,26772,12905.62,67.15
215.4,74517.805,73299.79,66625,25952.58,79548.586,21381,243.04001,75.65
215.7,87654.72,70070.75,81982,23887.98,66703.13,23470,17227.42,20.400002
215.8,86352.52,70122.03,80705,23483.43,67155.82,22917,22.54,-5.1000004
215.8,78739.92,70667.74,73022,22839.871,67846.695,22062,12599.86,34.850002
216.1,85283.56,71569.43,78094,32473.74,67394.99,31578,45.08,42.5
216.1,75016.24,69825.375,70408,19014.78,66129.945,18844,7902.72,19.550001
216.2,75785.32,71728.08,69243,30204.541,67690.89,29243,49,-5.9500003
217,78576.04,72100.47,71422,33499.53,67797.71,32382,64.68,21.25
217.1,82858,71409.35,76043,33623.22,86078.81,25599,-110.740005,43.350002
217.1,78142.2,70756.28,72377,23148.63,67112.086,22605,12951.681,51.850002
217.2,72113.32,71579.23,66025,22134,65812.52,22041,2943.9202,10.200001
217.3,84578.4,71180.016,77872,33187.98,67496.51,32224,18332.861,44.2
217.3,71117.8,69137.65,67413,24337.17,67295.086,23701,-66.64,3.4
217.4,71959.64,70161.086,67216,19469.55,65961.36,19344,12075.561,-34
217.5,84570.92,68782.69,80579,35428.35,65302.56,35555,15770.16,70.55
217.6,95665.805,70260.49,89233,29660.49,67482.375,28805,-79.380005,73.950005
217.7,89094.96,69323.7,84227,33721.8,68329.836,32343,-22.54,-8.5
217.7,74176.44,73140.766,66464,34978.23,72874.27,31456,-11.76,13.6
217.8,75971.64,70286.4,70837,22551.57,65508.605,22561,16456.16,52.7
217.8,88176.96,69477.195,83175,30277.08,66910.77,29655,17946.74,15.3
218.1,90784.76,71743.27,82930,30653.73,66915.03,30022,14219.8,6.8
218.2,79492.68,70465.19,73932,29191.77,71235.92,26856,11693.36,100.3
218.3,114915.24,72576.88,103767,51724.742,70782.25,47891,818.3,8461.75
218.3,88623.04,70594.234,82273,42884.16,68028.38,41313,36.260002,40.800003
218.5,85835.04,71177.305,79032,31152.21,68916.8,29624,16916.76,100.3
219,114958.76,73865.75,101995,44810.19,68468.47,42891,25.48,86.700005
219.2,88278.96,71111.88,81357,30450.06,67543.586,29545,88.200005,-100.3
219.2,67125.52,71371.72,61637,22597.14,67742.84,21861,170.52,13.6
219.7,77273.84,69749.32,72606,23882.4,66247.234,23626,14894.04,39.95
220,63161.8,68956.2,60029,33148.92,68451.58,31737,70.56,-5.1000004
220.2,84051.4,71451.26,77093,37737.54,68788.91,35953,18889.5,96.9
220.3,80242.72,69647.27,75506,18561.871,64961.59,18726,13282.92,48.45
220.4,77770.24,69278.516,73569,17843.91,65841.93,17761,15105.721,-52.7
220.7,74039.76,70935.46,68404,18932.94,68070.5,18228,11389.561,59.5
221.1,72699.484,72127.19,66056,33269.82,68179.2,31980,2444.12,27.2
221.3,93026.04,70199.61,86846,30856.47,67927.766,29770,92.12,119.850006
221.6,82753.96,70073.82,77395,27101.13,67177.266,26439,14256.061,25.5
221.8,100597.164,71039.35,92804,31774.38,77376.85,26912,31.36,68
221.9,82410.56,72436.41,74560,29927.4,68205.664,28756,80.36,-20.400002
222,73850.72,70976.4,68190,19322.61,72903.08,17370,11235.7,3.4
222.3,70692.8,71814.914,64512,21239.34,66396.75,20964,14262.92,-6.8
223,123194.92,73765.46,109451,42417.3,70065.8,39675,1005.48004,363.80002
223.1,93777.44,71974.98,85388,34063.11,69431.445,32152,61.74,55.25
223.3,94058.96,69923.52,88157,28710.96,67207.25,27997,18661.16,69.700005
223.4,96736.805,72565.34,87366,30930.871,69558.9,29142,196,34
223.5,80830.24,70327.67,75323,27308.52,67629.945,26463,67.62,106.25
223.9,81673.44,71056.586,75328,32000.371,67843.44,30912,87.22,79.05
223.9,77247.32,72389.4,69934,30040.86,68526.2,28730,370.44,66.3
224.1,75597.64,69408.34,71380,22013.1,67338.055,21424,77.42,2.5500002
224.1,68754.12,70338.27,64060,22642.71,67279.32,22056,12001.08,52.7
224.3,82677.12,69082.25,78433,22197.24,66495.33,21877,153.86,63.75
224.6,76207.6,70112.75,71233,23741.97,68180.79,22821,89.18,-12.75
224.6,91743.56,71851.17,83680,31398.66,72496.57,28384,126.420006,99.450005
224.8,114246.805,74659.266,100286,62330.46,72491.375,56350,1122.1,180.20001
225,79220.68,70788.03,73343,28776.06,67557.516,27915,147,94.350006
225.2,86118.6,70346.12,80230,41180.4,68591.43,39346,14968.5205,62.9
225.3,114119.64,76512.51,97748,62969.37,71565.63,57664,840.84,22899
225.7,86001.64,69767.086,80786,31410.75,67532.805,30482,-33.32,18.7
225.9,86215.84,71229.914,79324,33630.66,67632.836,32588,69.58,31.45
226,76658.44,70227.81,71537,24544.56,66930.984,24033,78.4,46.75
226,88317.04,69940.74,82755,29212.23,67517.29,28355,177.38,50.15
226.3,83092.6,69153.44,78746,39451.53,65932.97,39214,128.38,43.350002
226.5,71196,71120.04,65606,27112.291,67258.35,26418,17080.42,25.5
226.6,96286.64,69401.266,90924,24586.41,66483.54,24236,15837.78,96.9
226.6,81422.52,71644.83,74480,36960.992,78594.28,30820,110.740005,68
226.7,96394.76,69567.195,90809,27102.06,67002.17,26509,196.98001,86.700005
227.1,71540.76,72647.05,64538,28106.46,68910.78,26730,15.68,-33.15
227.3,89329.56,69305.48,84471,26677.05,66660.586,26227,61.74,-19.550001
227.3,80090.4,69816.51,75180,19765.291,65940.65,19644,13251.561,52.7
227.7,71818.2,70140.05,67104,28737.93,71210.266,26448,53.9,83.3
227.7,113275.08,74019.82,100292,65891.43,72216.55,59796,973.14,4953.8003
227.9,96713.68,72080.19,87933,27805.14,67718.52,26909,104.86,52.7
228.5,75968.24,71244.75,69881,23605.26,67575,22893,15938.721,36.55
228.6,88995.68,70201.625,83081,23963.31,67156.7,23385,5.88,118.15
228.7,110479.6,76102.5,95140,46499.07,70514.695,43216,1594.4601,39271.7
228.7,74182.56,71195.1,68286,27948.36,67463.12,27150,11.76,50.15
229.3,96589.24,68649.19,92209,24537.121,66677.64,24117,14022.82,-12.75
229.8,81822.36,69896.37,76718,22146.09,66655.93,21774,10694.74,18.7
229.9,94481.24,70952.95,87268,32565.81,67633.195,31556,69.58,-41.65
230.4,81687.72,71753.9,74609,33066.15,68461.86,31653,11267.061,69.700005
230.5,82914.44,70314.2,77280,26868.63,66942.77,26304,21403.201,35.7
230.8,74041.12,71408.625,67952,28445.91,68699.555,27136,114.66,39.95
230.8,133435.72,72887.664,119977,62045.88,69650.04,58381,1043.7001,24661.9
231.3,72122.164,69174.12,68329,17474.7,66718.43,17165,9525.601,24.650002
231.3,95108.2,69775.125,89330,32318.43,70633.65,29986,22.54,23.800001
231.7,81931.164,75758.24,70876,25201.14,80659.41,20476,15455.58,31.45
231.8,85788.805,78553.84,71572,38637.78,93313.89,27136,18471.041,67.15
232,77071.2,69915.97,72243,19427.7,67255.49,18931,11437.58,66.3
232.4,87435.76,70048.65,81803,27512.19,67360.516,26767,48.02,-27.2
232.9,116462.24,72689.49,105001,52341.332,71826.984,47757,1084.86,23178.65
233.1,131847.23,74259.33,116359,45895.5,69820.734,43079,1641.5,45781
233.4,70775.08,71246.9,65102,21035.67,66438.25,20750,10083.22,-19.550001
233.8,91863.24,69789.83,86264,28334.31,67406.62,27548,139.16,58.65
233.9,104642.484,71318.555,96158,29513.55,68273.914,28330,62.72,3.4
233.9,81953.6,74661.32,71937,46574.4,70575.05,43249,126.420006,-27.2
234.2,84353.32,76934.13,71856,26790.51,89287.17,19664,15225.28,89.25
234.3,84879.64,69252.93,80324,23141.19,67511.625,22464,16600.22,56.95
234.8,98263.4,71762.93,89737,40939.53,68254.43,39309,11.76,51
235.1,87962.76,76422.836,75432,32426.31,81508.54,26072,106.82,26.35
235.1,78699.12,71407.57,72228,27393.15,68751.43,26112,13703.34,56.95
235.2,78884.08,68845.51,75092,22832.43,68201.734,21940,99.96,103.700005
235.2,76857.68,71280.21,70664,27127.17,67157.99,26472,22.54,-13.6
235.4,102461.72,78849.84,85161,58260.78,74653.99,51145,1246.56,40159.95
235.6,92891.4,72600.91,83852,23114.22,75589.5,20040,14043.4,36.55
235.7,97289.64,71430.68,89261,39824.46,68978.41,37837,15457.54,56.95
236.1,86370.88,70323.42,80491,30467.73,68988.47,28943,17398.92,91.8
236.4,86203.6,71135.5,79418,26806.32,67918.47,25866,100.94,70.55
236.4,71139.56,71226.516,65456,27029.52,67007.36,26436,15988.7,73.1
236.8,82685.96,69441.12,78036,17562.121,65380.094,17604,12434.24,123.25
237.1,78863,69378.69,74495,23831.25,66780.9,23387,295.96,53.550003
237.1,79889.805,69935.59,74864,25277.4,67450.31,24560,-1.96,-5.1000004
237.1,113859.88,72304.73,103201,40576.832,69076.63,38497,914.34,63.75
237.4,67758.6,70319.84,63149,24438.541,66048.266,24249,11026.96,-47.600002
237.8,76720.32,70241.305,71581,25835.4,68115.57,24857,12645.92,28.900002
238,60832.8,68317.54,58356,40173.21,67019.445,39284,158.76001,12.75
238.2,79379.805,70671.02,73612,24026.55,66562.57,23656,12893.86,47.600002
238.3,89470.32,68807.82,85216,26908.621,71050.91,24820,102.9,77.35
238.5,93619.68,70867.9,86576,45966.18,71554.38,42100,220.5,44.2
238.6,122527.84,73987.26,108532,51933.06,71471.76,47620,1638.56,33778.152
